2022-06-03;GGBR4F;0;30,190;1;100200003;10;1;2022-06-03
2022-06-03;GGBR4F;0;30,190;1;100200003;20;1;2022-06-03
2022-06-03;GGBR4F;0;30,190;50;100200003;30;1;2022-06-03
2022-06-03;GGBR4F;0;30,190;1;100200003;40;1;2022-06-03
2022-06-03;GGBR4F;0;30,190;1;100200003;50;1;2022-06-03
2022-06-03;GGBR4F;0;30,190;1;100200003;60;1;2022-06-03
2022-06-03;GGBR4F;0;30,190;10;100200003;70;1;2022-06-03
2022-06-03;GGBR4F;0;30,190;3;100200003;80;1;2022-06-03
2022-06-03;GGBR4F;0;30,190;9;100200003;90;1;2022-06-03
2022-06-03;GGBR4F;0;30,190;3;100200003;100;1;2022-06-03
2022-06-03;GGBR4F;0;30,190;2;100200003;110;1;2022-06-03
2022-06-03;GGBR4F;0;30,190;1;100200003;120;1;2022-06-03
2022-06-03;GGBR4F;0;30,190;1;100200003;130;1;2022-06-03
2022-06-03;GGBR4F;0;30,190;1;100200003;140;1;2022-06-03
2022-06-03;GGBR4F;0;30,190;2;100200003;150;1;2022-06-03
2022-06-03;GGBR4F;0;30,190;1;100200003;160;1;2022-06-03
2022-06-03;GGBR4F;0;30,190;33;100200003;170;1;2022-06-03
2022-06-03;GGBR4F;0;30,190;1;100200003;180;1;2022-06-03
2022-06-03;GGBR4F;0;30,190;1;100200003;190;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;74;100200010;10;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;12;100200010;20;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;8;100200010;30;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;2;100200010;40;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;1;100200010;50;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;1;100200010;60;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;1;100200010;70;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;1;100200010;80;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;2;100200010;90;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;13;100200010;100;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;20;100200010;110;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;5;100200010;120;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;3;100200010;130;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;7;100200010;140;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;1;100200010;150;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;5;100200010;160;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;3;100200010;170;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;4;100200010;180;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;1;100200010;190;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;4;100200010;200;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;1;100200010;210;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;3;100200010;220;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;2;100200010;230;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;20;100200010;240;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;10;100200010;250;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;12;100200010;260;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;2;100200010;270;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;61;100200010;280;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;4;100200010;290;1;2022-06-03
2022-06-03;ITUB4F;0;25,780;2;100200010;300;1;2022-06-03
