RptDt;TckrSymb;Asst;AsstDesc;SgmtNm;MktNm;SctyCtgyNm;XprtnDt;XprtnCd;TradgStartDt;TradgEndDt;BaseCd;ConvsCritNm;MtrtyDtTrgtPt;ReqrdConvsInd;ISIN;CFICd;DlvryNtceStartDt;DlvryNtceEndDt;OptnTp;CtrctMltplr;AsstQtnQty;AllcnRndLot;TradgCcy;DlvryTpNm;WdrwlDays;WrkgDays;ClnrDays;RlvrBasePricNm;OpngFutrPosDay;SdTpCd1;UndrlygTckrSymb1;SdTpCd2;UndrlygTckrSymb2;PureGoldWght;ExrcPric;OptnStyle;ValTpNm;PrmUpfrntInd;OpngPosLmtDt;DstrbtnId;PricFctr;DaysToSttlm;SrsTpNm;PrtcnFlg;AutomtcExrcInd;SpcfctnCd;CrpnNm;CorpActnStartDt;CtdyTrtmntTpNm;MktCptlstn;CorpGovnLvlNm
2022-06-21;PETR3;PETR;PETR;CASH;EQUITY-CASH;SHARES;;;2022-05-24;9999-12-31;;;;;BRPETRACNOR9;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;196;1;2;;;;ON      N2;PETROLEO BRASILEIRO S.A. PETROBRAS;9999-12-31;FUNGIBLE;7442454142;NIVEL 2
2022-06-21;PETR4;PETR;PETR;CASH;EQUITY-CASH;SHARES;;;2022-05-24;9999-12-31;;;;;BRPETRACNPR6;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;203;1;2;;;;PN      N2;PETROLEO BRASILEIRO S.A. PETROBRAS;9999-12-31;FUNGIBLE;5602042788;NIVEL 2
2022-06-21;PETZ3;PETZ;PETZ;CASH;EQUITY-CASH;SHARES;;;2022-04-27;9999-12-31;;;;;BRPETZACNOR2;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;105;1;2;;;;ON      NM;PET CENTER COMERCIO  E PARTICIPACOES S.A.;9999-12-31;FUNGIBLE;459940195;NOVO MERCADO
2022-06-21;PFRM3;PFRM;PFRM;CASH;EQUITY-CASH;SHARES;;;2021-11-22;9999-12-31;;;;;BRPFRMACNOR1;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;113;1;2;;;;ON      NM;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;9999-12-31;FUNGIBLE;123812773;NOVO MERCADO
2022-06-21;PGMN3;PGMN;PGMN;CASH;EQUITY-CASH;SHARES;;;2020-09-02;9999-12-31;;;;;BRPGMNACNOR8;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;ON      NM;EMPREENDIMENTOS PAGUE MENOS S.A.;9999-12-31;FUNGIBLE;443781062;NOVO MERCADO
2022-06-21;PINE3;PINE;PINE;CASH;EQUITY-CASH;SHARES;;;2022-02-23;9999-12-31;;;;;BRPINEACNOR1;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;145;1;2;;;;ON      N2;BCO PINE S.A.;9999-12-31;FUNGIBLE;97895475;NIVEL 2
2022-06-21;PINE4;PINE;PINE;CASH;EQUITY-CASH;SHARES;;;2022-02-23;9999-12-31;;;;;BRPINEACNPR8;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;145;1;2;;;;PN      N2;BCO PINE S.A.                 ;9999-12-31;FUNGIBLE;88545732;NIVEL 2
2022-06-21;PLAS3;PLAS;PLAS;CASH;EQUITY-CASH;SHARES;;;2018-12-14;9999-12-31;;;;;BRPLASACNOR2;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;106;1;2;;;;ON        ;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;9999-12-31;FUNGIBLE;12425418;
2022-06-21;PLFS3;PLFS;PLFS;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRPLFSACNOR1;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;ON;POLO FILMS INDUSTRIA E COMERCIO SA;9999-12-31;FUNGIBLE;1;
2022-06-21;PLPL3;PLPL;PLPL;CASH;EQUITY-CASH;SHARES;;;2022-05-02;9999-12-31;;;;;BRPLPLACNOR5;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;102;1;2;;;;ON      NM;PLANO & PLANO DESENVOLVIMENTO IMOBILI�RIO S.A.;9999-12-31;FUNGIBLE;204256000;NOVO MERCADO
2022-06-21;PLSP3;PLSP;PLSP;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRPLSPACNOR0;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;ON;PLASCORP PARTICIPA��ES S.A.;9999-12-31;FUNGIBLE;1;
2022-06-21;PMAM3;PMAM;PMAM;CASH;EQUITY-CASH;SHARES;;;2019-05-02;9999-12-31;;;;;BRPMAMACNOR3;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;37;1;2;;;;ON      NM;PARANAPANEMA S.A.             ;9999-12-31;FUNGIBLE;43403849;NOVO MERCADO
2022-06-21;PMSP11B;PMSP;PMSP;CASH;EQUITY-CASH;SHARES;;;2004-07-15;9999-12-31;;;;;BRPMSPCPA000;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;1;;;;CPA AEP MB;PREFEITURA MUNICIPAL DE SAO PAULO;9999-12-31;FUNGIBLE;3750000;MERCADO DE BALC�O
2022-06-21;PMSP12B;PMSP;PMSP;CASH;EQUITY-CASH;SHARES;;;2004-12-23;9999-12-31;;;;;BRPMSPCPA018;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;1;;;;CPA FLI MB;PREFEITURA MUNICIPAL DE SAO PAULO;9999-12-31;FUNGIBLE;3750000;MERCADO DE BALC�O
2022-06-21;PMSP13B;PMSP;PMSP;CASH;EQUITY-CASH;SHARES;;;2015-03-18;9999-12-31;;;;;BRPMSPCPA026;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;1;;;;CPA ABR MB;PREFEITURA MUNICIPAL DE SAO PAULO;9999-12-31;FUNGIBLE;6000;MERCADO DE BALC�O
2022-06-21;PNVL3;PNVL;PNVL;CASH;EQUITY-CASH;SHARES;;;2021-12-28;9999-12-31;;;;;BRPNVLACNOR9;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;200;1;2;;;;ON      NM;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;9999-12-31;FUNGIBLE;150377481;NOVO MERCADO
2022-06-21;POMO3;POMO;POMO;CASH;EQUITY-CASH;SHARES;;;2021-12-29;9999-12-31;;;;;BRPOMOACNOR0;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;90;1;2;;;;ON      N2;MARCOPOLO S.A.                ;9999-12-31;FUNGIBLE;341625744;NIVEL 2
2022-06-21;POMO4;POMO;POMO;CASH;EQUITY-CASH;SHARES;;;2021-12-29;9999-12-31;;;;;BRPOMOACNPR7;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;90;1;2;;;;PN      N2;MARCOPOLO S.A.                ;9999-12-31;FUNGIBLE;605267138;NIVEL 2
2022-06-21;PORT3;PORT;PORT;CASH;EQUITY-CASH;SHARES;;;2022-05-16;9999-12-31;;;;;BRPORTACNOR8;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;102;1;2;;;;ON      NM;WILSON SONS HOLDINGS BRASIL S.A.;9999-12-31;FUNGIBLE;439968600;NOVO MERCADO
2022-06-21;POSI3;POSI;POSI;CASH;EQUITY-CASH;SHARES;;;2022-05-02;9999-12-31;;;;;BRPOSIACNOR9;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;114;1;2;;;;ON      NM;POSITIVO TECNOLOGIA S.A.      ;9999-12-31;FUNGIBLE;141800000;NOVO MERCADO
2022-06-21;PPAR3;PPAR;PPAR;CASH;EQUITY-CASH;SHARES;;;2020-04-30;9999-12-31;;;;;BRPPARACNOR5;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;122;1;2;;;;ON;POLPAR S.A.;9999-12-31;FUNGIBLE;34000;
2022-06-21;PRIO3;PRIO;PRIO;CASH;EQUITY-CASH;SHARES;;;2021-05-06;9999-12-31;;;;;BRPRIOACNOR1;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;103;1;2;;;;ON      NM;PETRO RIO S.A.                ;9999-12-31;FUNGIBLE;882646385;NOVO MERCADO
2022-06-21;PRMN3B;PRMN;PRMN;CASH;EQUITY-CASH;SHARES;;;2004-01-28;9999-12-31;;;;;BRPRMNACNOR5;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;ON      MB;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;9999-12-31;FUNGIBLE;100000;MERCADO DE BALC�O
2022-06-21;PRNR3;PRNR;PRNR;CASH;EQUITY-CASH;SHARES;;;2022-05-05;9999-12-31;;;;;BRPRNRACNOR4;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;107;1;2;;;;ON      NM;PRINER SERVI�OS INDUSTRIAIS S.A.;9999-12-31;FUNGIBLE;38908257;NOVO MERCADO
2022-06-21;PRPT3B;PRPT;PRPT;CASH;EQUITY-CASH;SHARES;;;2022-05-02;9999-12-31;;;;;BRPRPTACNOR5;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;114;1;2;;;;ON      MB;PROMPT PARTICIPACOES S.A.     ;9999-12-31;FUNGIBLE;2050836152;MERCADO DE BALC�O
2022-06-21;PRVA3;PRVA;PRVA;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRPRVAACNOR3;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;ON;PRIVALIA BRASIL S.A.;9999-12-31;FUNGIBLE;87137724;
2022-06-21;PSSA3;PSSA;PSSA;CASH;EQUITY-CASH;SHARES;;;2022-04-01;9999-12-31;;;;;BRPSSAACNOR7;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;148;1;2;;;;ON      NM;PORTO SEGURO S.A.             ;9999-12-31;FUNGIBLE;646586060;NOVO MERCADO
2022-06-21;PSVM11;PSVM;PSVM;CASH;EQUITY-CASH;SHARES;;;2015-02-26;9999-12-31;;;;;BRPSVMTRV004;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;TPR       ;PORTO SUDESTE V.M. S.A.       ;9999-12-31;FUNGIBLE;12539802;
2022-06-21;PTBL3;PTBL;PTBL;CASH;EQUITY-CASH;SHARES;;;2022-03-24;9999-12-31;;;;;BRPTBLACNOR8;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;130;1;2;;;;ON      NM;PBG S/A                       ;9999-12-31;FUNGIBLE;140986886;NOVO MERCADO
2022-06-21;PTBP4;PTBP;PTBP;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRPTBPACNPR6;EPNEFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1000;2;;;;PN *;PORTOBELLO PARTICIPACOES CERAMICAS S.A.;9999-12-31;FUNGIBLE;1;
2022-06-21;PTCA11;PTCA;PTCA;CASH;EQUITY-CASH;SHARES;;;2022-05-02;9999-12-31;;;;;BRPTCAARNPR4;EFNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;104;1;2;;;;PNR     M2;PRATICA KLIMAQUIP INDUSTRIA E COMERCIO SA;9999-12-31;FUNGIBLE;373242;M2
2022-06-21;PTCA3;PTCA;PTCA;CASH;EQUITY-CASH;SHARES;;;2022-05-02;9999-12-31;;;;;BRPTCAACNOR9;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;104;1;2;;;;ON      M2;PRATICA KLIMAQUIP INDUSTRIA E COMERCIO SA;9999-12-31;FUNGIBLE;3355031;M2
2022-06-21;PTNT3;PTNT;PTNT;CASH;EQUITY-CASH;SHARES;;;2021-11-01;9999-12-31;;;;;BRPTNTACNOR6;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;40;1;2;;;;ON        ;PETTENATI S.A. INDUSTRIA TEXTIL;9999-12-31;FUNGIBLE;16016924;
2022-06-21;PTNT4;PTNT;PTNT;CASH;EQUITY-CASH;SHARES;;;2021-11-01;9999-12-31;;;;;BRPTNTACNPR3;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;45;1;2;;;;PN        ;PETTENATI S.A. INDUSTRIA TEXTIL;9999-12-31;FUNGIBLE;32029564;
2022-06-21;PTSL3;PTSL;PTSL;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRPTSLACNOR2;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;ON;PORTOSUL PARTICIPA��ES S.A.;9999-12-31;FUNGIBLE;0;
2022-06-21;PTSL4;PTSL;PTSL;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRPTSLACNPR9;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;PN;PORTOSUL PARTICIPA��ES S.A.;9999-12-31;FUNGIBLE;0;
2022-06-21;QUAL3;QUAL;QUAL;CASH;EQUITY-CASH;SHARES;;;2022-05-06;9999-12-31;;;;;BRQUALACNOR6;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;118;1;2;;;;ON      NM;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;9999-12-31;FUNGIBLE;284014325;NOVO MERCADO
2022-06-21;QUSW3;QUSW;QUSW;CASH;EQUITY-CASH;SHARES;;;2022-05-02;9999-12-31;;;;;BRQUSWACNOR5;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;110;1;2;;;;ON      MA;QUALITY SOFTWARE S.A.         ;9999-12-31;FUNGIBLE;861605;BOVESPA MAIS
2022-06-21;QVQP3B;QVQP;QVQP;CASH;EQUITY-CASH;SHARES;;;2022-05-02;9999-12-31;;;;;BRQVQPACNOR1;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;118;1;2;;;;ON      MB;524 PARTICIPACOES S.A.        ;9999-12-31;FUNGIBLE;1377041061;MERCADO DE BALC�O
2022-06-21;RADL3;RADL;RADL;CASH;EQUITY-CASH;SHARES;;;2022-04-05;9999-12-31;;;;;BRRADLACNOR0;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;144;1;2;;;;ON      NM;RAIA DROGASIL S.A.            ;9999-12-31;FUNGIBLE;1651930000;NOVO MERCADO
2022-06-21;RAIL3;RAIL;RAIL;CASH;EQUITY-CASH;SHARES;;;2022-04-28;9999-12-31;;;;;BRRAILACNOR9;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;103;1;2;;;;ON      NM;RUMO S.A.                     ;9999-12-31;FUNGIBLE;1854158791;NOVO MERCADO
2022-06-21;RAIZ3;RAIZ;RAIZ;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRRAIZACNOR9;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;ON      N2;RAIZEN S.A.;9999-12-31;FUNGIBLE;8993572584;NIVEL 2
2022-06-21;RAIZ4;RAIZ;RAIZ;CASH;EQUITY-CASH;SHARES;;;2022-04-06;9999-12-31;;;;;BRRAIZACNPR6;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;103;1;2;;;;PN      N2;RAIZEN S.A.                   ;9999-12-31;FUNGIBLE;1358936900;NIVEL 2
2022-06-21;RANI3;RANI;RANI;CASH;EQUITY-CASH;SHARES;;;2022-05-09;9999-12-31;;;;;BRRANIACNOR5;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;62;1;2;;;;ON      NM;IRANI PAPEL E EMBALAGEM S.A.  ;9999-12-31;FUNGIBLE;256720235;NOVO MERCADO
2022-06-21;RAPT3;RAPT;RAPT;CASH;EQUITY-CASH;SHARES;;;2022-04-20;9999-12-31;;;;;BRRAPTACNOR7;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;158;1;2;;;;ON      N1;RANDON S.A. IMPLEMENTOS E PARTICIPACOES;9999-12-31;FUNGIBLE;116515527;NIVEL 1
2022-06-21;RAPT4;RAPT;RAPT;CASH;EQUITY-CASH;SHARES;;;2022-04-20;9999-12-31;;;;;BRRAPTACNPR4;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;158;1;2;;;;PN      N1;RANDON S.A. IMPLEMENTOS E PARTICIPACOES;9999-12-31;FUNGIBLE;212815006;NIVEL 1
2022-06-21;RBNS3;RBNS;RBNS;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRRBNSACNOR2;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;102;1;2;;;;ON  EDJ;RODOBENS S.A;9999-12-31;FUNGIBLE;548920372;
2022-06-21;RBNS4;RBNS;RBNS;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRRBNSACNPR9;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;102;1;2;;;;PN  EDJ;RODOBENS S.A;9999-12-31;FUNGIBLE;407374120;
2022-06-21;RCSL3;RCSL;RCSL;CASH;EQUITY-CASH;SHARES;;;2018-11-23;9999-12-31;;;;;BRRCSLACNOR4;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;130;1;2;;;;ON        ;RECRUSUL S.A.                 ;9999-12-31;FUNGIBLE;25408950;
2022-06-21;RCSL4;RCSL;RCSL;CASH;EQUITY-CASH;SHARES;;;2018-11-23;9999-12-31;;;;;BRRCSLACNPR1;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;130;1;2;;;;PN        ;RECRUSUL S.A.                 ;9999-12-31;FUNGIBLE;50414424;
2022-06-21;RDNI3;RDNI;RDNI;CASH;EQUITY-CASH;SHARES;;;2022-04-27;9999-12-31;;;;;BRRDNIACNOR9;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;115;1;2;;;;ON      NM;RNI NEG�CIOS IMOBILI�RIOS S.A.;9999-12-31;FUNGIBLE;43769808;NOVO MERCADO
2022-06-21;RDOR3;RDOR;RDOR;CASH;EQUITY-CASH;SHARES;;;2022-04-01;9999-12-31;;;;;BRRDORACNOR8;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;106;1;2;;;;ON      NM;Rede DOr S�o Luiz S.A.        ;9999-12-31;FUNGIBLE;2010367155;NOVO MERCADO
2022-06-21;RECV3;RECV;RECV;CASH;EQUITY-CASH;SHARES;;;2022-04-28;9999-12-31;;;;;BRRECVACNOR3;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;102;1;2;;;;ON      NM;PETROREC�NCAVO S.A.           ;9999-12-31;FUNGIBLE;292580088;NOVO MERCADO
2022-06-21;REDE3;REDE;REDE;CASH;EQUITY-CASH;SHARES;;;2022-05-03;9999-12-31;;;;;BRREDEACNOR7;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;120;1;2;;;;ON        ;REDE ENERGIA PARTICIPA��ES S.A.;9999-12-31;FUNGIBLE;2110323374;
2022-06-21;REFC4;REFC;REFC;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRREFCACNPR3;EPNEFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1000;2;;;;PN *;REFINADORA CATARINENSE S.A.;9999-12-31;FUNGIBLE;1;
2022-06-21;RENT3;RENT;RENT;CASH;EQUITY-CASH;SHARES;;;2022-05-02;9999-12-31;;;;;BRRENTACNOR4;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;187;1;2;;;;ON      NM;LOCALIZA RENT A CAR S.A.      ;9999-12-31;FUNGIBLE;758466670;NOVO MERCADO
2022-06-21;RFAG3;RFAG;RFAG;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRRFAGACNOR5;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1000;2;;;;ON *;REDE FEDERAL ARMAZENS GERAIS FERROV. S/A;9999-12-31;FUNGIBLE;53536594;
2022-06-21;RHED4;RHED;RHED;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRRHEDACNPR7;EPNEFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1000;2;;;;PN *;RHEDE TECNOLOGIA S.A.;9999-12-31;FUNGIBLE;200752;
2022-06-21;RHPY3;RHPY;RHPY;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRRHPYACNOR2;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;ON;RI HAPPY BRINQUEDOS S.A.;9999-12-31;FUNGIBLE;1;
2022-06-21;RIBC8;RIBC;RIBC;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRRIBCACNPD3;EPNEFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1000;2;;;;PND*;RIBEIRO CORDEIRO IND E COMERCIOS.A.;9999-12-31;FUNGIBLE;1;
2022-06-21;RIOS3;RIOS;RIOS;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRRIOSACNOR5;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;ON;RIO ALTO ENERGIAS RENOV�VEIS S.A.;9999-12-31;FUNGIBLE;46000000;
2022-06-21;RIVA3;RIVA;RIVA;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRRIVAACNOR8;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;ON;RIVA 9 EMPREENDIMENTOS IMOBILI�RIOS S.A.;9999-12-31;FUNGIBLE;1000;
2022-06-21;RJSA3;RJSA;RJSA;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRRJSAACNOR2;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;ON;RJS S.A.;9999-12-31;FUNGIBLE;12504967;
2022-06-21;RLTM11;RLTM;RLTM;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRRLTMA01OR2;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;ON  P;RELASTOMER TECNOLOGIA E PARTICIP S.A.;9999-12-31;FUNGIBLE;20476884;
2022-06-21;RNEW3;RNEW;RNEW;CASH;EQUITY-CASH;SHARES;;;2021-06-28;9999-12-31;;;;;BRRNEWACNOR8;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;108;1;2;;;;ON      N2;RENOVA ENERGIA S.A.           ;9999-12-31;FUNGIBLE;55521868;NIVEL 2
2022-06-21;RNEW4;RNEW;RNEW;CASH;EQUITY-CASH;SHARES;;;2021-06-28;9999-12-31;;;;;BRRNEWACNPR5;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;108;1;2;;;;PN      N2;RENOVA ENERGIA S.A.           ;9999-12-31;FUNGIBLE;53958180;NIVEL 2
2022-06-21;RNPT4;RNPT;RNPT;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRRNPTACNPR7;EPNEFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;121;1;2;;;;PN;RENNER PARTICIPACOES S.A.;9999-12-31;FUNGIBLE;480960;
2022-06-21;ROMI3;ROMI;ROMI;CASH;EQUITY-CASH;SHARES;;;2022-06-14;9999-12-31;;;;;BRROMIACNOR8;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;183;1;2;;;;ON  EJ  NM;ROMI S.A.                     ;9999-12-31;FUNGIBLE;73333922;NOVO MERCADO
2022-06-21;ROOS12;ROOS;ROOS;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRROOSA02OR2;EMXXXX;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;ON  B;ROOSTER S.A. INDUSTRIA DE EQUIPAMENTOS;9999-12-31;FUNGIBLE;3633334;
2022-06-21;RPAD3;RPAD;RPAD;CASH;EQUITY-CASH;SHARES;;;2020-01-28;9999-12-31;;;;;BRRPADACNOR1;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;197;1;2;;;;ON        ;ALFA HOLDINGS S.A.            ;9999-12-31;FUNGIBLE;46011632;
2022-06-21;RPAD5;RPAD;RPAD;CASH;EQUITY-CASH;SHARES;;;2022-01-27;9999-12-31;;;;;BRRPADACNPA4;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;214;1;2;;;;PNA       ;ALFA HOLDINGS S.A.            ;9999-12-31;FUNGIBLE;38670637;
2022-06-21;RPAD6;RPAD;RPAD;CASH;EQUITY-CASH;SHARES;;;2020-01-28;9999-12-31;;;;;BRRPADACNPB2;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;197;1;2;;;;PNB       ;ALFA HOLDINGS S.A.            ;9999-12-31;FUNGIBLE;38670637;
2022-06-21;RPMG3;RPMG;RPMG;CASH;EQUITY-CASH;SHARES;;;2016-04-28;9999-12-31;;;;;BRRPMGACNOR9;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;194;1;2;;;;ON        ;REFINARIA DE PETROLEOS MANGUINHOS S.A.;9999-12-31;FUNGIBLE;67691629;
2022-06-21;RRRP3;RRRP;RRRP;CASH;EQUITY-CASH;SHARES;;;2020-11-12;9999-12-31;;;;;BRRRRPACNOR5;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;ON      NM;3R PETROLEUM �LEO E G�S S.A   ;9999-12-31;FUNGIBLE;202593078;NOVO MERCADO
2022-06-21;RSAN3;RSAN;RSAN;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRRSANACNOR4;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;ON;CIA RIOGRANDENSE DE SANEAMENTO;9999-12-31;FUNGIBLE;315592525;
2022-06-21;RSAN4;RSAN;RSAN;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRRSANACNPR1;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;PN;CIA RIOGRANDENSE DE SANEAMENTO;9999-12-31;FUNGIBLE;315592525;
2022-06-21;RSID3;RSID;RSID;CASH;EQUITY-CASH;SHARES;;;2022-03-02;9999-12-31;;;;;BRRSIDACNOR8;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;120;1;2;;;;ON      NM;ROSSI RESIDENCIAL S.A.        ;9999-12-31;FUNGIBLE;20000000;NOVO MERCADO
2022-06-21;RSUL3;RSUL;RSUL;CASH;EQUITY-CASH;SHARES;;;2022-04-29;9999-12-31;;;;;BRRSULACNOR6;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;112;1;2;;;;ON        ;METALURGICA RIOSULENSE S.A.   ;9999-12-31;FUNGIBLE;3493960;
2022-06-21;RSUL4;RSUL;RSUL;CASH;EQUITY-CASH;SHARES;;;2022-04-29;9999-12-31;;;;;BRRSULACNPR3;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;112;1;2;;;;PN        ;METALURGICA RIOSULENSE S.A.   ;9999-12-31;FUNGIBLE;2444753;
2022-06-21;SANB3;SANB;SANB;CASH;EQUITY-CASH;SHARES;;;2022-04-22;9999-12-31;;;;;BRSANBACNOR8;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;163;1;2;;;;ON        ;BCO SANTANDER (BRASIL) S.A.   ;9999-12-31;FUNGIBLE;3818695031;
