RptDt;TckrSymb;Asst;AsstDesc;SgmtNm;MktNm;SctyCtgyNm;XprtnDt;XprtnCd;TradgStartDt;TradgEndDt;BaseCd;ConvsCritNm;MtrtyDtTrgtPt;ReqrdConvsInd;ISIN;CFICd;DlvryNtceStartDt;DlvryNtceEndDt;OptnTp;CtrctMltplr;AsstQtnQty;AllcnRndLot;TradgCcy;DlvryTpNm;WdrwlDays;WrkgDays;ClnrDays;RlvrBasePricNm;OpngFutrPosDay;SdTpCd1;UndrlygTckrSymb1;SdTpCd2;UndrlygTckrSymb2;PureGoldWght;ExrcPric;OptnStyle;ValTpNm;PrmUpfrntInd;OpngPosLmtDt;DstrbtnId;PricFctr;DaysToSttlm;SrsTpNm;PrtcnFlg;AutomtcExrcInd;SpcfctnCd;CrpnNm;CorpActnStartDt;CtdyTrtmntTpNm;MktCptlstn;CorpGovnLvlNm
2022-06-21;2WAV3;2WAV;2WAV;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BR2WAVACNOR8;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;ON;2W ENERGIA S.A.;9999-12-31;FUNGIBLE;1;
2022-06-21;AALR3;AALR;AALR;CASH;EQUITY-CASH;SHARES;;;2020-04-28;9999-12-31;;;;;BRAALRACNOR6;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;102;1;2;;;;ON      NM;CENTRO DE IMAGEM DIAGNOSTICOS S.A.;9999-12-31;FUNGIBLE;118292816;NOVO MERCADO
2022-06-21;ABCB4;ABCB;ABCB;CASH;EQUITY-CASH;SHARES;;;2022-04-01;9999-12-31;;;;;BRABCBACNPR4;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;140;1;2;;;;PN      N2;BCO ABC BRASIL S.A.           ;9999-12-31;FUNGIBLE;112644643;NIVEL 2
2022-06-21;ABEV3;ABEV;ABEV;CASH;EQUITY-CASH;SHARES;;;2021-12-20;9999-12-31;;;;;BRABEVACNOR1;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;125;1;2;;;;ON        ;AMBEV S.A.                    ;9999-12-31;FUNGIBLE;15750216851;
2022-06-21;AERI3;AERI;AERI;CASH;EQUITY-CASH;SHARES;;;2022-03-28;9999-12-31;;;;;BRAERIACNOR4;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;101;1;2;;;;ON      NM;AERIS IND. E COM. DE EQUIP. GERACAO DE ENERGIA S/A;9999-12-31;FUNGIBLE;766213456;NOVO MERCADO
2022-06-21;AESB3;AESB;AESB;CASH;EQUITY-CASH;SHARES;;;2021-08-10;9999-12-31;;;;;BRAESBACNOR7;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;102;1;2;;;;ON      NM;AES BRASIL ENERGIA S.A.       ;9999-12-31;FUNGIBLE;492106495;NOVO MERCADO
2022-06-21;AESO3;AESO;AESO;CASH;EQUITY-CASH;SHARES;;;2021-12-03;9999-12-31;;;;;BRAESOACNOR0;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;ON;AES BRASIL OPERA��ES S.A.;9999-12-31;FUNGIBLE;1995532616;
2022-06-21;AFLT3;AFLT;AFLT;CASH;EQUITY-CASH;SHARES;;;2022-04-19;9999-12-31;;;;;BRAFLTACNOR1;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;119;1;2;;;;ON        ;AFLUENTE TRANSMISS�O DE ENERGIA EL�TRICA S/A;9999-12-31;FUNGIBLE;63084700;
2022-06-21;AGBK4;AGBK;AGBK;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRAGBKACNPR6;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;PN;BANCO AGIBANK S.A.;9999-12-31;FUNGIBLE;92714612;
2022-06-21;AGRA4;AGRA;AGRA;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRAGRAACNPR3;EPNEFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;112;1000;2;;;;PN *EG;AGRALE S/A;9999-12-31;FUNGIBLE;262916100;
2022-06-21;AGRO3;AGRO;AGRO;CASH;EQUITY-CASH;SHARES;;;2022-04-08;9999-12-31;;;;;BRAGROACNOR7;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;112;1;2;;;;ON      NM;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;9999-12-31;FUNGIBLE;102377008;NOVO MERCADO
2022-06-21;AGXY3;AGXY;AGXY;CASH;EQUITY-CASH;SHARES;;;2022-05-02;9999-12-31;;;;;BRAGXYACNOR4;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;101;1;2;;;;ON      NM;AGROGALAXY PARTICIPA��ES S.A. ;9999-12-31;FUNGIBLE;170824989;NOVO MERCADO
2022-06-21;AHEB3;AHEB;AHEB;CASH;EQUITY-CASH;SHARES;;;2020-02-18;9999-12-31;;;;;BRAHEBACNOR0;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;106;1;2;;;;ON        ;SAO PAULO TURISMO S.A.        ;9999-12-31;FUNGIBLE;8407877;
2022-06-21;AHEB5;AHEB;AHEB;CASH;EQUITY-CASH;SHARES;;;2020-02-18;9999-12-31;;;;;BRAHEBACNPA3;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;106;1;2;;;;PNA       ;SAO PAULO TURISMO S.A.        ;9999-12-31;FUNGIBLE;136017;
2022-06-21;AHEB6;AHEB;AHEB;CASH;EQUITY-CASH;SHARES;;;2020-02-18;9999-12-31;;;;;BRAHEBACNPB1;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;106;1;2;;;;PNB       ;SAO PAULO TURISMO S.A.        ;9999-12-31;FUNGIBLE;136017;
2022-06-21;ALLD3;ALLD;ALLD;CASH;EQUITY-CASH;SHARES;;;2022-05-02;9999-12-31;;;;;BRALLDACNOR3;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;103;1;2;;;;ON      NM;ALLIED TECNOLOGIA S.A.        ;9999-12-31;FUNGIBLE;93220582;NOVO MERCADO
2022-06-21;ALPA3;ALPA;ALPA;CASH;EQUITY-CASH;SHARES;;;2022-01-03;9999-12-31;;;;;BRALPAACNOR0;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;231;1;2;;;;ON      N1;ALPARGATAS S.A.               ;9999-12-31;FUNGIBLE;339510689;NIVEL 1
2022-06-21;ALPA4;ALPA;ALPA;CASH;EQUITY-CASH;SHARES;;;2022-01-03;9999-12-31;;;;;BRALPAACNPR7;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;231;1;2;;;;PN      N1;ALPARGATAS S.A.               ;9999-12-31;FUNGIBLE;343551533;NIVEL 1
2022-06-21;ALPK3;ALPK;ALPK;CASH;EQUITY-CASH;SHARES;;;2021-09-10;9999-12-31;;;;;BRALPKACNOR9;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;101;1;2;;;;ON      NM;ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A;9999-12-31;FUNGIBLE;214426523;NOVO MERCADO
2022-06-21;ALSO3;ALSO;ALSO;CASH;EQUITY-CASH;SHARES;;;2022-05-03;9999-12-31;;;;;BRALSOACNOR5;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;102;1;2;;;;ON      NM;ALIANSCE SONAE SHOPPING CENTERS S.A.;9999-12-31;FUNGIBLE;265772778;NOVO MERCADO
2022-06-21;ALUP3;ALUP;ALUP;CASH;EQUITY-CASH;SHARES;;;2022-04-12;9999-12-31;;;;;BRALUPACNOR8;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;113;1;2;;;;ON      N2;ALUPAR INVESTIMENTO S/A       ;9999-12-31;FUNGIBLE;596955970;NIVEL 2
2022-06-21;ALUP4;ALUP;ALUP;CASH;EQUITY-CASH;SHARES;;;2022-04-12;9999-12-31;;;;;BRALUPACNPR5;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;113;1;2;;;;PN      N2;ALUPAR INVESTIMENTO S/A       ;9999-12-31;FUNGIBLE;282155299;NIVEL 2
2022-06-21;AMAR3;AMAR;AMAR;CASH;EQUITY-CASH;SHARES;;;2021-12-13;9999-12-31;;;;;BRAMARACNOR4;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;113;1;2;;;;ON      NM;MARISA LOJAS S.A.             ;9999-12-31;FUNGIBLE;342835570;NOVO MERCADO
2022-06-21;AMBP3;AMBP;AMBP;CASH;EQUITY-CASH;SHARES;;;2022-05-05;9999-12-31;;;;;BRAMBPACNOR6;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;102;1;2;;;;ON      NM;AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A;9999-12-31;FUNGIBLE;112935588;NOVO MERCADO
2022-06-21;AMER3;AMER;AMER;CASH;EQUITY-CASH;SHARES;;;2022-02-01;9999-12-31;;;;;BRAMERACNOR6;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;101;1;2;;;;ON      NM;AMERICANAS S.A                ;9999-12-31;FUNGIBLE;907116900;NOVO MERCADO
2022-06-21;AMZG3;AMZG;AMZG;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRAMZGACNOR4;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;ON;AMAZONAS DISTRIBUIDORA DE ENERGIA S.A.;9999-12-31;FUNGIBLE;6276666628;
2022-06-21;ANIM3;ANIM;ANIM;CASH;EQUITY-CASH;SHARES;;;2021-02-19;9999-12-31;;;;;BRANIMACNOR6;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;107;1;2;;;;ON      NM;ANIMA HOLDING S.A.            ;9999-12-31;FUNGIBLE;403868805;NOVO MERCADO
2022-06-21;APER3;APER;APER;CASH;EQUITY-CASH;SHARES;;;2022-04-29;9999-12-31;;;;;BRAPERACNOR9;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;105;1;2;;;;ON      NM;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;9999-12-31;FUNGIBLE;19398960;NOVO MERCADO
2022-06-21;APTI3;APTI;APTI;CASH;EQUITY-CASH;SHARES;;;2021-05-03;9999-12-31;;;;;BRAPTIACNOR6;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;130;1;2;;;;ON;SIDERURGICA J. L. ALIPERTI S.A.;9999-12-31;FUNGIBLE;6250;
2022-06-21;APTI4;APTI;APTI;CASH;EQUITY-CASH;SHARES;;;2021-05-03;9999-12-31;;;;;BRAPTIACNPR3;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;130;1;2;;;;PN;SIDERURGICA J. L. ALIPERTI S.A.;9999-12-31;FUNGIBLE;12345;
2022-06-21;ARML3;ARML;ARML;CASH;EQUITY-CASH;SHARES;;;2022-05-06;9999-12-31;;;;;BRARMLACNOR1;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;103;1;2;;;;ON      NM;ARMAC LOCA��O, LOG�STICA E SERVI�OS S.A.;9999-12-31;FUNGIBLE;345759521;NOVO MERCADO
2022-06-21;ARZZ3;ARZZ;ARZZ;CASH;EQUITY-CASH;SHARES;;;2022-05-02;9999-12-31;;;;;BRARZZACNOR3;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;142;1;2;;;;ON      NM;AREZZO IND�STRIA E COM�RCIO S.A.;9999-12-31;FUNGIBLE;109796219;NOVO MERCADO
2022-06-21;ASAI3;ASAI;ASAI;CASH;EQUITY-CASH;SHARES;;;2022-04-29;9999-12-31;;;;;BRASAIACNOR0;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;104;1;2;;;;ON      NM;SENDAS DISTRIBUIDORA S.A.     ;9999-12-31;FUNGIBLE;1347213151;NOVO MERCADO
2022-06-21;ATEA3;ATEA;ATEA;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRATEAACNOR7;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;ON;ATHENA SAUDE BRASIL S.A.;9999-12-31;FUNGIBLE;419519705;
2022-06-21;ATMP3;ATMP;ATMP;CASH;EQUITY-CASH;SHARES;;;2020-03-24;9999-12-31;;;;;BRATMPACNOR8;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;ON      NM;ATMA PARTICIPA��ES S.A.       ;9999-12-31;FUNGIBLE;26710356;NOVO MERCADO
2022-06-21;ATOM3;ATOM;ATOM;CASH;EQUITY-CASH;SHARES;;;2022-05-02;9999-12-31;;;;;BRATOMACNOR1;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;105;1;2;;;;ON        ;ATOM EMPREENDIMENTOS E PARTICIPA��ES S.A.;9999-12-31;FUNGIBLE;23804898;
2022-06-21;AURE3;AURE;AURE;CASH;EQUITY-CASH;SHARES;;;2022-05-04;9999-12-31;;;;;BRAUREACNOR9;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;101;1;2;;;;ON      NM;AUREN ENERGIA S.A.            ;9999-12-31;FUNGIBLE;1000000000;NOVO MERCADO
2022-06-21;AVLL3;AVLL;AVLL;CASH;EQUITY-CASH;SHARES;;;2020-12-11;9999-12-31;;;;;BRAVLLACNOR5;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;101;1;2;;;;ON      NM;ALPHAVILLE S.A.               ;9999-12-31;FUNGIBLE;22415794;NOVO MERCADO
2022-06-21;AZEV3;AZEV;AZEV;CASH;EQUITY-CASH;SHARES;;;2022-06-06;9999-12-31;;;;;BRAZEVACNOR0;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;120;1;2;;;;ON        ;AZEVEDO E TRAVASSOS S.A.      ;9999-12-31;FUNGIBLE;28495500;
2022-06-21;AZEV4;AZEV;AZEV;CASH;EQUITY-CASH;SHARES;;;2022-06-06;9999-12-31;;;;;BRAZEVACNPR7;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;120;1;2;;;;PN        ;AZEVEDO E TRAVASSOS S.A.      ;9999-12-31;FUNGIBLE;56991000;
2022-06-21;AZUL3;AZUL;AZUL;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRAZULACNOR7;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;ON      N2;AZUL S.A.;9999-12-31;FUNGIBLE;928965058;NIVEL 2
2022-06-21;AZUL4;AZUL;AZUL;CASH;EQUITY-CASH;SHARES;;;2021-10-18;9999-12-31;;;;;BRAZULACNPR4;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;101;1;2;;;;PN      N2;AZUL S.A.                     ;9999-12-31;FUNGIBLE;335592858;NIVEL 2
2022-06-21;B3SA3;B3SA;B3SA;CASH;EQUITY-CASH;SHARES;;;2022-03-25;9999-12-31;;;;;BRB3SAACNOR6;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;121;1;2;;;;ON      NM;B3 S.A. - BRASIL, BOLSA, BALC�O;9999-12-31;FUNGIBLE;6099000000;NOVO MERCADO
2022-06-21;BAHI3;BAHI;BAHI;CASH;EQUITY-CASH;SHARES;;;2021-08-19;9999-12-31;;;;;BRBAHIACNOR1;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;73;1;2;;;;ON      MA;BAHEMA EDUCA��O S.A.          ;9999-12-31;FUNGIBLE;23686065;BOVESPA MAIS
2022-06-21;BALM3;BALM;BALM;CASH;EQUITY-CASH;SHARES;;;2022-05-02;9999-12-31;;;;;BRBALMACNOR5;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;52;1;2;;;;ON        ;BAUMER S.A.                   ;9999-12-31;FUNGIBLE;4900000;
2022-06-21;BALM4;BALM;BALM;CASH;EQUITY-CASH;SHARES;;;2022-05-02;9999-12-31;;;;;BRBALMACNPR2;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;53;1;2;;;;PN        ;BAUMER S.A.                   ;9999-12-31;FUNGIBLE;4900000;
2022-06-21;BAUH3;BAUH;BAUH;CASH;EQUITY-CASH;SHARES;;;2021-04-20;9999-12-31;;;;;BRBAUHACNOR6;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;116;1;2;;;;ON;EXCELSIOR ALIMENTOS S.A.;9999-12-31;FUNGIBLE;2846929;
2022-06-21;BAUH4;BAUH;BAUH;CASH;EQUITY-CASH;SHARES;;;2021-04-20;9999-12-31;;;;;BRBAUHACNPR3;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;116;1;2;;;;PN        ;EXCELSIOR ALIMENTOS S.A.      ;9999-12-31;FUNGIBLE;2375293;
2022-06-21;BAZA3;BAZA;BAZA;CASH;EQUITY-CASH;SHARES;;;2022-05-05;9999-12-31;;;;;BRBAZAACNOR0;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;177;1;2;;;;ON        ;BCO AMAZONIA S.A.             ;9999-12-31;FUNGIBLE;56058315;
2022-06-21;BBAS11;BBAS;BBAS;CASH;EQUITY-CASH;SHARES;;;2022-06-14;9999-12-31;;;;;BRBBASA04OR8;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;206;1;2;;;;ON  SJ1 NM;BCO BRASIL S.A.               ;9999-12-31;FUNGIBLE;2865417020;NOVO MERCADO
2022-06-21;BBAS12;BBAS;BBAS;CASH;EQUITY-CASH;SHARES;;;2022-06-14;9999-12-31;;;;;BRBBASA05OR5;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;206;1;2;;;;ON  SJ2 NM;BCO BRASIL S.A.               ;9999-12-31;FUNGIBLE;2865417020;NOVO MERCADO
2022-06-21;BBAS3;BBAS;BBAS;CASH;EQUITY-CASH;SHARES;;;2022-06-14;9999-12-31;;;;;BRBBASACNOR3;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;307;1;2;;;;ON  EJ  NM;BCO BRASIL S.A.               ;9999-12-31;FUNGIBLE;2865417020;NOVO MERCADO
2022-06-21;BBDC3;BBDC;BBDC;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRBBDCACNOR1;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;743;1;2;;;;ON  EJ  N1;BCO BRADESCO S.A.             ;9999-12-31;FUNGIBLE;5338393881;NIVEL 1
2022-06-21;BBDC4;BBDC;BBDC;CASH;EQUITY-CASH;SHARES;;;2022-06-21;9999-12-31;;;;;BRBBDCACNPR8;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;743;1;2;;;;PN  EJ  N1;BCO BRADESCO S.A.             ;9999-12-31;FUNGIBLE;5320094147;NIVEL 1
2022-06-21;BBML3;BBML;BBML;CASH;EQUITY-CASH;SHARES;;;2021-04-14;9999-12-31;;;;;BRBBMLACNOR3;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;102;1;2;;;;ON      MA;BBM LOGISTICA S.A.            ;9999-12-31;FUNGIBLE;40760818;BOVESPA MAIS
2022-06-21;BBSE3;BBSE;BBSE;CASH;EQUITY-CASH;SHARES;;;2022-02-11;9999-12-31;;;;;BRBBSEACNOR5;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;120;1;2;;;;ON      NM;BB SEGURIDADE PARTICIPA��ES S.A.;9999-12-31;FUNGIBLE;2000000000;NOVO MERCADO
2022-06-21;BCPS3;BCPS;BCPS;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRBCPSACNOR9;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;ON;CLARO S.A.;9999-12-31;FUNGIBLE;0;
2022-06-21;BCPS4;BCPS;BCPS;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRBCPSACNPR6;EPNEFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;PN;CLARO S.A.;9999-12-31;FUNGIBLE;0;
2022-06-21;BDLL3;BDLL;BDLL;CASH;EQUITY-CASH;SHARES;;;2013-04-30;9999-12-31;;;;;BRBDLLACNOR1;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;149;1;2;;;;ON        ;BARDELLA S.A. INDUSTRIAS MECANICAS;9999-12-31;FUNGIBLE;607192;
2022-06-21;BDLL4;BDLL;BDLL;CASH;EQUITY-CASH;SHARES;;;2015-05-04;9999-12-31;;;;;BRBDLLACNPR8;EPNEFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;151;1;2;;;;PN        ;BARDELLA S.A. INDUSTRIAS MECANICAS;9999-12-31;FUNGIBLE;992808;
2022-06-21;BEEF3;BEEF;BEEF;CASH;EQUITY-CASH;SHARES;;;2022-04-28;9999-12-31;;;;;BRBEEFACNOR6;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;113;1;2;;;;ON      NM;MINERVA S.A.                  ;9999-12-31;FUNGIBLE;607283407;NOVO MERCADO
2022-06-21;BEES3;BEES;BEES;CASH;EQUITY-CASH;SHARES;;;2022-06-01;9999-12-31;;;;;BRBEESACNOR9;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;363;1;2;;;;ON        ;BANESTES S.A. - BCO EST ESPIRITO SANTO;9999-12-31;FUNGIBLE;231006000;
2022-06-21;BEES4;BEES;BEES;CASH;EQUITY-CASH;SHARES;;;2022-06-01;9999-12-31;;;;;BRBEESACNPR6;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;288;1;2;;;;PN        ;BANESTES S.A. - BCO EST ESPIRITO SANTO;9999-12-31;FUNGIBLE;84906860;
2022-06-21;BEGB4;BEGB;BEGB;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRBEGBACNPR7;EPNEFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;44;1000;2;;;;PN *;BANCO BERJ S.A.;9999-12-31;FUNGIBLE;14692904718;
2022-06-21;BETP3B;BETP;BETP;CASH;EQUITY-CASH;SHARES;;;2017-05-02;9999-12-31;;;;;BRBETPACNOR3;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;117;1;2;;;;ON      MB;BETAPART PARTICIPACOES S.A.   ;9999-12-31;FUNGIBLE;2761620;MERCADO DE BALC�O
2022-06-21;BFFT3;BFFT;BFFT;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRBFFTACNOR1;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;ON;Bluefit Academias de Gin�stica e Participa��es S.A;9999-12-31;FUNGIBLE;1;
2022-06-21;BGIP3;BGIP;BGIP;CASH;EQUITY-CASH;SHARES;;;2022-02-25;9999-12-31;;;;;BRBGIPACNOR1;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;202;1;2;;;;ON        ;BCO ESTADO DE SERGIPE S.A. - BANESE;9999-12-31;FUNGIBLE;7642545;
2022-06-21;BGIP4;BGIP;BGIP;CASH;EQUITY-CASH;SHARES;;;2022-02-25;9999-12-31;;;;;BRBGIPACNPR8;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;202;1;2;;;;PN        ;BCO ESTADO DE SERGIPE S.A. - BANESE;9999-12-31;FUNGIBLE;7642545;
2022-06-21;BIOM3;BIOM;BIOM;CASH;EQUITY-CASH;SHARES;;;2021-12-01;9999-12-31;;;;;BRBIOMACNOR2;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;109;1;2;;;;ON      MA;BIOMM S.A.                    ;9999-12-31;FUNGIBLE;73528352;BOVESPA MAIS
2022-06-21;BKBR3;BKBR;BKBR;CASH;EQUITY-CASH;SHARES;;;2020-03-03;9999-12-31;;;;;BRBKBRACNOR4;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;103;1;2;;;;ON      NM;ZAMP S.A.                     ;9999-12-31;FUNGIBLE;275355447;NOVO MERCADO
2022-06-21;BLAU3;BLAU;BLAU;CASH;EQUITY-CASH;SHARES;;;2022-04-08;9999-12-31;;;;;BRBLAUACNOR8;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;105;1;2;;;;ON      NM;BLAU FARMAC�UTICA S.A.        ;9999-12-31;FUNGIBLE;179393939;NOVO MERCADO
2022-06-21;BLUT3;BLUT;BLUT;CASH;EQUITY-CASH;SHARES;;;2021-09-23;9999-12-31;;;;;BRBLUTACNOR8;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;ON        ;BLUE TECH SOLUTIONS E.Q.I. S  ;9999-12-31;FUNGIBLE;6692264;
2022-06-21;BLUT4;BLUT;BLUT;CASH;EQUITY-CASH;SHARES;;;2021-09-23;9999-12-31;;;;;BRBLUTACNPR5;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;PN        ;BLUE TECH SOLUTIONS E.Q.I. S  ;9999-12-31;FUNGIBLE;13384380;
2022-06-21;BMEB3;BMEB;BMEB;CASH;EQUITY-CASH;SHARES;;;2022-02-22;9999-12-31;;;;;BRBMEBACNOR8;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;201;1;2;;;;ON      N1;BCO MERCANTIL DO BRASIL S.A.  ;9999-12-31;FUNGIBLE;65155744;NIVEL 1
2022-06-21;BMEB4;BMEB;BMEB;CASH;EQUITY-CASH;SHARES;;;2022-02-22;9999-12-31;;;;;BRBMEBACNPR5;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;206;1;2;;;;PN      N1;BCO MERCANTIL DO BRASIL S.A.  ;9999-12-31;FUNGIBLE;39675836;NIVEL 1
2022-06-21;BMGB3;BMGB;BMGB;CASH;EQUITY-CASH;SHARES;;;9999-12-31;9999-12-31;;;;;BRBMGBACNOR3;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;100;1;2;;;;ON      N1;BANCO BMG S.A.;9999-12-31;FUNGIBLE;372696198;NIVEL 1
2022-06-21;BMGB4;BMGB;BMGB;CASH;EQUITY-CASH;SHARES;;;2021-12-28;9999-12-31;;;;;BRBMGBACNPR0;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;103;1;2;;;;PN      N1;BANCO BMG S.A.                ;9999-12-31;FUNGIBLE;210536213;NIVEL 1
2022-06-21;BMIN3;BMIN;BMIN;CASH;EQUITY-CASH;SHARES;;;2019-03-07;9999-12-31;;;;;BRBMINACNOR4;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;168;1;2;;;;ON        ;BCO MERCANTIL DE INVESTIMENTOS S.A.;9999-12-31;FUNGIBLE;4115057;
2022-06-21;BMIN4;BMIN;BMIN;CASH;EQUITY-CASH;SHARES;;;2022-03-04;9999-12-31;;;;;BRBMINACNPR1;EPNNPR;;;;;;1;BRL;;;;;;;;;;;;;;;;;174;1;2;;;;PN        ;BCO MERCANTIL DE INVESTIMENTOS S.A.;9999-12-31;FUNGIBLE;710143;
2022-06-21;BMKS3;BMKS;BMKS;CASH;EQUITY-CASH;SHARES;;;2022-05-02;9999-12-31;;;;;BRBMKSACNOR9;ESVUFR;;;;;;1;BRL;;;;;;;;;;;;;;;;;164;1;2;;;;ON        ;BICICLETAS MONARK S.A.        ;9999-12-31;FUNGIBLE;454750;
